,positive_prob,neutral_prob,negative_prob,topic_business,topic_cybersecurity,topic_ecommerce,topic_economics,topic_education,topic_engineering,topic_health,topic_investment,topic_literature,topic_other,topic_productivity,topic_realestate,topic_renewableenergy,topic_safety,topic_technology,topic_tennis,topic_weatherupdate,topic_environment,user_verified,followersCount,friendsCount,retweetCount,likeCount,survived,power_value
60,0.03851984,0.16331834,0.79816186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,218.0,722.0,0.0,0.0,1,0.0
61,0.023495756,0.3948597,0.58164454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,3.0,19.0,1.0,0.0,1,10.0
62,0.5832159,0.39782044,0.018963663,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,6513.0,7144.0,0.0,2.0,1,30.0
63,0.023495756,0.3948597,0.58164454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,3.0,19.0,1.0,0.0,1,10.0
64,0.031750448,0.908568,0.059681483,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,364.0,1461.0,0.0,0.0,1,0.0
65,0.006294943,0.10330254,0.89040256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,23664.0,4781.0,0.0,9.0,1,185.0
66,0.12918478,0.8223115,0.04850368,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,288.0,1666.0,0.0,0.0,1,0.0
67,0.0016218203,0.11513227,0.88324594,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,3475.0,2319.0,0.0,0.0,1,50.0
68,0.04815883,0.38096136,0.5708799,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,14076.0,9492.0,0.0,1.0,1,65.0
69,0.030194918,0.8898004,0.080004595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,91.0,558.0,0.0,0.0,1,0.0
70,0.16346014,0.7797977,0.056742124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1363.0,5001.0,0.0,0.0,1,0.0
71,0.0070242817,0.07005628,0.92291945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,1267.0,1001.0,0.0,1.0,1,15.0
72,0.012875122,0.17465302,0.81247187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,14076.0,9492.0,0.0,4.0,1,110.0
73,0.16887975,0.45669293,0.3744273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,5.0,8.0,0.0,1.0,1,15.0
74,0.001584746,0.07019655,0.9282187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,43.0,13.0,0.0,1.0,1,15.0
75,0.0025940363,0.07463977,0.92276615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,407.0,610.0,0.0,2.0,1,30.0
76,0.009297069,0.4994181,0.49128482,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,98962.0,4418.0,8.0,54.0,1,940.0
77,0.028110985,0.7493704,0.22251861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,252.0,1062.0,0.0,1.0,1,15.0
78,0.37029025,0.48836276,0.14134699,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,1383.0,1191.0,2.0,30.0,1,470.0
79,0.02973498,0.88999075,0.08027429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,91.0,558.0,0.0,1.0,1,15.0
80,0.009675013,0.52999,0.46033493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,132.0,84.0,1.0,1.0,1,25.0
81,0.009828853,0.5764276,0.4137436,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,34567.0,4373.0,0.0,0.0,1,0.0
82,0.28551784,0.5955711,0.118911006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,14076.0,9492.0,0.0,0.0,1,50.0
83,0.0075134817,0.080562815,0.91192365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,38.0,14.0,0.0,0.0,1,0.0
84,0.34439924,0.52857476,0.127026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,64.0,281.0,0.0,1.0,1,15.0
85,0.58972675,0.36509833,0.045174927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,2589.0,4354.0,0.0,0.0,1,0.0
86,0.0012934892,0.11984568,0.87886083,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,284.0,985.0,0.0,1.0,1,15.0
87,0.0012091695,0.048733287,0.9500575,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,534.0,2538.0,0.0,1.0,1,15.0
88,0.006841048,0.34240043,0.6507585,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,1117.0,1496.0,0.0,8.0,1,120.0
89,0.52706206,0.39020434,0.08273357,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,110.0,362.0,0.0,1.0,1,15.0
90,0.03247808,0.88949805,0.078023806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,91.0,558.0,0.0,0.0,1,0.0
91,0.0038444132,0.10116948,0.8949861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,3411.0,2972.0,0.0,0.0,1,0.0
92,0.065454476,0.87126,0.06328556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,1627.0,1520.0,5.0,13.0,1,245.0
93,0.012581627,0.90343255,0.08398577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,58.0,301.0,0.0,0.0,1,0.0
94,0.0015863193,0.07817523,0.9202384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,14076.0,9492.0,3.0,12.0,1,260.0
95,0.047597002,0.85744375,0.094959185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,232.0,684.0,0.0,0.0,1,0.0
96,0.0050226683,0.16428335,0.830694,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,2347.0,1922.0,0.0,7.0,1,105.0
97,0.20453963,0.6801379,0.11532248,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,266.0,197.0,0.0,1.0,1,15.0
98,0.033556797,0.89024836,0.07619486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,91.0,558.0,0.0,0.0,1,0.0
99,0.0017269623,0.03314147,0.9651316,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,344.0,263.0,0.0,0.0,1,0.0
100,0.014380998,0.10098861,0.88463044,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,344.0,263.0,0.0,0.0,1,0.0
101,0.015765207,0.8599582,0.12427665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,91.0,558.0,0.0,0.0,1,0.0
102,0.0011232612,0.008479471,0.9903972,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,484.0,1094.0,1.0,0.0,1,10.0
103,0.0045738444,0.07605565,0.91937053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,25753.0,437.0,1.0,35.0,1,535.0
104,0.9377327,0.058962803,0.0033044864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,96.0,886.0,0.0,0.0,1,0.0
105,0.017674893,0.86389065,0.118434474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,91.0,558.0,0.0,0.0,1,0.0
106,0.17598419,0.7182682,0.10574756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,17.0,9.0,0.0,5.0,1,75.0
107,0.027690904,0.39108428,0.5812248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,173.0,423.0,0.0,0.0,1,0.0
108,0.001162405,0.024406713,0.9744308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,1208.0,3284.0,1.0,4.0,1,70.0
109,0.0013073175,0.030055307,0.9686374,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,265.0,1619.0,0.0,0.0,1,0.0
110,0.15138482,0.6912759,0.1573393,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,34803.0,29453.0,2.0,6.0,1,110.0
111,0.028647223,0.70710313,0.2642496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,1245.0,1525.0,1.0,8.0,1,130.0
112,0.004159001,0.33963573,0.6562053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,34803.0,29453.0,6.0,6.0,1,150.0
113,0.018896885,0.50760067,0.47350246,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,46.0,111.0,0.0,0.0,1,0.0
114,0.32983047,0.5961856,0.07398383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,34803.0,29453.0,5.0,7.0,1,155.0
115,0.09366156,0.6961996,0.21013875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,488.0,1664.0,0.0,1.0,1,15.0
116,0.00396459,0.17645906,0.8195763,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,34803.0,29453.0,1.0,2.0,1,40.0
117,0.26185805,0.58564305,0.15249892,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,349.0,380.0,0.0,2.0,1,30.0
118,0.03131437,0.88894665,0.07973901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,91.0,558.0,0.0,1.0,1,15.0
119,0.0009123056,0.010880352,0.9882074,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,84.0,648.0,0.0,2.0,1,30.0
120,0.0013695679,0.108051345,0.89057904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,17.0,9.0,0.0,5.0,1,75.0
121,0.030962003,0.8876522,0.08138581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,91.0,558.0,0.0,0.0,1,0.0
122,0.20989327,0.75612384,0.033982925,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,61.0,515.0,0.0,2.0,1,30.0
123,0.0009279078,0.023670001,0.97540206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,556.0,564.0,0.0,1.0,1,15.0
124,0.18263517,0.65646225,0.1609026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,556.0,564.0,1.0,3.0,1,55.0
125,0.017320499,0.34389096,0.6387885,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,8542.0,3215.0,0.0,5.0,1,75.0
126,0.1479875,0.73999137,0.11202111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,34804.0,29453.0,1.0,3.0,1,55.0
127,0.008302102,0.23446243,0.75723547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,582.0,4046.0,0.0,0.0,1,0.0
128,0.72844416,0.25879133,0.012764442,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,27298.0,2989.0,7.0,31.0,1,585.0
129,0.03091979,0.8878489,0.081231244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,91.0,558.0,0.0,2.0,1,30.0
130,0.49697065,0.4791911,0.023838265,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,1388.0,1305.0,0.0,0.0,1,0.0
131,0.036360014,0.84912115,0.11451879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,9087.0,1788.0,0.0,0.0,1,0.0
132,0.15940131,0.6868705,0.15372822,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,811.0,0.0,0.0,2.0,1,30.0
133,0.053186767,0.26916382,0.6776494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,574.0,965.0,0.0,2.0,1,30.0
134,0.055689313,0.725509,0.21880165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,2606.0,2396.0,24.0,76.0,1,1380.0
135,0.03207174,0.88642234,0.0815059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,91.0,558.0,0.0,0.0,1,0.0
136,0.0027533122,0.039898787,0.9573479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,29502.0,19986.0,1.0,4.0,1,70.0
137,0.0032531098,0.084949836,0.9117971,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,14603.0,3102.0,2.0,5.0,1,95.0
138,0.04769451,0.42478248,0.527523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,5947.0,203.0,0.0,0.0,1,0.0
139,0.0027392514,0.060951218,0.9363096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,2359.0,399.0,1.0,5.0,1,85.0
140,0.003579378,0.6696431,0.32677746,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,337.0,964.0,0.0,1.0,1,15.0
141,0.00089140254,0.01072823,0.98838043,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,1397.0,823.0,0.0,1.0,1,15.0
142,0.17536011,0.5007073,0.32393262,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,170.0,602.0,0.0,1.0,1,15.0
143,0.032463748,0.887731,0.07980528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,91.0,558.0,0.0,0.0,1,0.0
144,0.08191252,0.30571336,0.6123741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,355.0,105.0,0.0,1.0,1,15.0
145,0.0028633568,0.12793304,0.8692036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,14076.0,9492.0,0.0,5.0,1,125.0
146,0.018086044,0.72795486,0.2539591,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,1050.0,1625.0,1.0,0.0,1,10.0
147,0.7242339,0.249311,0.02645508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,29502.0,19986.0,2.0,0.0,1,20.0
148,0.03081502,0.88718283,0.08200216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,91.0,558.0,0.0,0.0,1,0.0
149,0.50180376,0.44909304,0.04910323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,8.0,10.0,0.0,0.0,1,0.0
150,0.025183033,0.8540805,0.12073641,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,1042.0,3296.0,0.0,1.0,1,15.0
151,0.35742167,0.5903239,0.052254356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,13777.0,333.0,1.0,40.0,1,610.0
152,0.8600432,0.13295978,0.006997071,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,33573.0,5168.0,0.0,4.0,1,60.0
153,0.41564268,0.47743183,0.106925435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,94.0,2818.0,0.0,9.0,1,135.0
154,0.25771827,0.66293406,0.079347625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,1566.0,4578.0,0.0,0.0,1,0.0
155,0.14247595,0.80228615,0.05523795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,48086.0,1867.0,0.0,1.0,1,65.0
156,0.0052822726,0.12720849,0.86750925,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,797.0,563.0,0.0,2.0,1,30.0
157,0.5140106,0.42387587,0.06211349,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,3714.0,4559.0,2.0,5.0,1,95.0
158,0.06936445,0.8608651,0.0697705,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,8338.0,7688.0,0.0,0.0,1,0.0
159,0.031292994,0.88975704,0.0789499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,91.0,558.0,0.0,0.0,1,0.0
160,0.059492767,0.87358266,0.066924594,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,645.0,2186.0,1.0,0.0,1,10.0
161,0.027350105,0.88507384,0.087575965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,91.0,558.0,0.0,0.0,1,0.0
162,0.48995686,0.46180826,0.048234865,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,27298.0,2989.0,1.0,9.0,1,195.0
163,0.49156243,0.45527083,0.053166747,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,2679.0,1980.0,0.0,1.0,1,15.0
164,0.0041125044,0.5334691,0.46241838,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,14913.0,15641.0,0.0,2.0,1,30.0
165,0.04507294,0.8195017,0.13542533,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,189.0,107.0,0.0,0.0,1,0.0
